Zone,Borough,fare_amount,zone_avg,borough_avg,total_avg
Allerton/Pelham Gardens,Bronx,35.57,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,61.13,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,8,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,42.2,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,6,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,13.12,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,35.57,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,13.12,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,26.77,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,22.29,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,38.2,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,64.6,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,42,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,74.91,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,32.45,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,20.3,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,28.42,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,28.42,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,81.7,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,13.12,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,20.66,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,13.38,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,46.9,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,52.6,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,22.29,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,41,31.275780141844,27.6302402926042,12.9290822023433
Allerton/Pelham Gardens,Bronx,33.2,31.275780141844,27.6302402926042,12.9290822023433
